Node,Depth,Value,Alpha,Beta
B2,4,-Infinity,-Infinity,-14
A2,5,-28,-Infinity,-14
B2,4,-28,-28,-14
A3,5,-22,-28,-14
B2,4,-22,-22,-14
A4,5,-26,-22,-14
B2,4,-22,-22,-14
A5,5,-Infinity,-22,-14
A2,5,-Infinity,-22,-14
A2,5,-14,-22,-14
A2,5,-14,-22,-14
A5,5,-14,-22,-14
B2,4,-14,-22,-14
B5,4,-14,-Infinity,-14
B4,4,-14,-Infinity,-14
B5,4,-14,-Infinity,-14
B3,4,-14,-Infinity,-14
B5,4,-14,-Infinity,-14
B4,4,-Infinity,-Infinity,-14
A2,5,-94,-Infinity,-14
B4,4,-94,-94,-14
A3,5,-90,-94,-14
B4,4,-90,-90,-14
A4,5,-94,-90,-14
B4,4,-90,-90,-14
B5,4,-90,-Infinity,-90
B5,4,-90,-Infinity,-90
B4,4,-90,-Infinity,-90
B4,4,-90,-Infinity,-90
B5,4,-Infinity,-Infinity,-90
A2,5,-91,-Infinity,-90
B5,4,-91,-91,-90
A3,5,-87,-91,-90
B5,4,-87,-91,-90
B4,4,-90,-Infinity,-90
B3,4,-90,-Infinity,-90
B5,4,-Infinity,-Infinity,-90
A2,5,-7,-Infinity,-90
B5,4,-7,-Infinity,-90
B3,4,-90,-Infinity,-90
B3,4,-90,-Infinity,-90
B4,4,-Infinity,-Infinity,-90
A2,5,-7,-Infinity,-90
B4,4,-7,-Infinity,-90
B3,4,-90,-Infinity,-90
B5,4,-Infinity,-Infinity,-90
A2,5,-6,-Infinity,-90
B5,4,-6,-Infinity,-90
B3,4,-90,-Infinity,-90
A2,3,-90,-Infinity,-90
B4,4,-Infinity,-Infinity,-90
A2,5,-3,-Infinity,-90
B4,4,-3,-Infinity,-90
A2,3,-90,-Infinity,-90
B5,4,Infinity,-Infinity,-90
B2,4,-Infinity,-Infinity,-90
A2,5,-12,-Infinity,-90
B2,4,-12,-Infinity,-90
B5,4,-12,-Infinity,-90
B3,4,Infinity,-Infinity,-90
B2,4,-Infinity,-Infinity,-90
A2,5,-16,-Infinity,-90
B2,4,-16,-Infinity,-90
B3,4,-16,-Infinity,-90
B3,4,Infinity,-Infinity,-90
B2,4,-Infinity,-Infinity,-90
A2,5,-17,-Infinity,-90
B2,4,-17,-Infinity,-90
B3,4,-17,-Infinity,-90
B4,4,Infinity,-Infinity,-90
B2,4,Infinity,-Infinity,-90
B2,4,-Infinity,-Infinity,-90
A2,5,-22,-Infinity,-90
B2,4,-22,-Infinity,-90
B2,4,-22,-Infinity,-90
B3,4,-Infinity,-Infinity,-90
A2,5,-23,-Infinity,-90
B3,4,-23,-Infinity,-90
B2,4,-23,-Infinity,-90
B4,4,-Infinity,-Infinity,-90
A2,5,-23,-Infinity,-90
B4,4,-23,-Infinity,-90
B2,4,-23,-Infinity,-90
B5,4,-Infinity,-Infinity,-90
A2,5,-24,-Infinity,-90
B5,4,-24,-Infinity,-90
B2,4,-24,-Infinity,-90
B4,4,-90,-Infinity,-90
B3,4,-Infinity,-Infinity,-90
A2,5,-10,-Infinity,-90
B3,4,-10,-Infinity,-90
B4,4,-90,-Infinity,-90
B4,4,Infinity,-Infinity,-90
B2,4,Infinity,-Infinity,-90
B2,4,-Infinity,-Infinity,-90
A2,5,-23,-Infinity,-90
B2,4,-23,-Infinity,-90
B2,4,-23,-Infinity,-90
B3,4,-Infinity,-Infinity,-90
A2,5,-24,-Infinity,-90
B3,4,-24,-Infinity,-90
B2,4,-24,-Infinity,-90
B4,4,-Infinity,-Infinity,-90
A2,5,-24,-Infinity,-90
B4,4,-24,-Infinity,-90
B2,4,-24,-Infinity,-90
B5,4,-Infinity,-Infinity,-90
A2,5,-25,-Infinity,-90
B5,4,-25,-Infinity,-90
B2,4,-25,-Infinity,-90
B4,4,-90,-Infinity,-90
B3,4,-Infinity,-Infinity,-90
A2,5,-11,-Infinity,-90
B3,4,-11,-Infinity,-90
B4,4,-90,-Infinity,-90
B5,4,-Infinity,-Infinity,-90
A2,5,-93,-Infinity,-90
B5,4,-93,-93,-90
A3,5,-89,-93,-90
B5,4,-89,-93,-90
B4,4,-90,-Infinity,-90
B4,4,-90,-Infinity,-90
B5,4,-Infinity,-Infinity,-90
A2,5,-11,-Infinity,-90
B5,4,-11,-Infinity,-90
B4,4,-90,-Infinity,-90
B3,4,-90,-Infinity,-90
B5,4,-Infinity,-Infinity,-90
A2,5,-8,-Infinity,-90
B5,4,-8,-Infinity,-90
B3,4,-90,-Infinity,-90
B3,4,-90,-Infinity,-90
B4,4,-Infinity,-Infinity,-90
A2,5,-8,-Infinity,-90
B4,4,-8,-Infinity,-90
B3,4,-90,-Infinity,-90
B5,4,-Infinity,-Infinity,-90
A2,5,-7,-Infinity,-90
B5,4,-7,-Infinity,-90
B3,4,-90,-Infinity,-90
B5,4,-90,-Infinity,-90
B4,4,-Infinity,-Infinity,-90
A2,5,-4,-Infinity,-90
B4,4,-4,-Infinity,-90
B5,4,-90,-Infinity,-90
A2,3,-90,-Infinity,-90
B5,2,-90,-90,-7
A3,3,Infinity,-90,-7
B2,4,Infinity,-90,-7
B2,4,-Infinity,-90,-7
A2,5,-7,-90,-7
B2,4,-7,-90,-7
B2,4,-7,-90,-7
B3,4,-Infinity,-90,-7
A2,5,-10,-90,-7
B3,4,-10,-10,-7
A3,5,-11,-10,-7
B3,4,-10,-10,-7
A4,5,-9,-10,-7
B3,4,-9,-9,-7
A5,5,-3,-9,-7
B3,4,-3,-9,-7
B2,4,-7,-90,-7
B4,4,-Infinity,-90,-7
A2,5,-Infinity,-90,-7
A2,5,-8,-90,-7
A2,5,-8,-8,-7
A3,5,-6,-8,-7
A2,5,-6,-8,-7
B4,4,-6,-90,-7
B2,4,-7,-90,-7
B5,4,-Infinity,-90,-7
A2,5,-8,-90,-7
B5,4,-8,-8,-7
A3,5,-9,-8,-7
B5,4,-8,-8,-7
A4,5,-7,-8,-7
B5,4,-7,-8,-7
B2,4,-7,-90,-7
A3,3,-7,-90,-7
B3,4,-Infinity,-90,-7
A2,5,1,-90,-7
B3,4,1,-90,-7
A3,3,-7,-90,-7
B4,4,Infinity,-90,-7
B2,4,-Infinity,-90,-7
A2,5,-9,-90,-7
B2,4,-9,-9,-7
A3,5,-10,-9,-7
B2,4,-9,-9,-7
A4,5,-Infinity,-9,-7
A2,5,-3,-9,-7
A4,5,-3,-9,-7
B2,4,-3,-9,-7
B4,4,-3,-90,-7
B3,4,-Infinity,-90,-7
A2,5,-1,-90,-7
B3,4,-1,-90,-7
B4,4,-3,-90,-7
B4,4,Infinity,-90,-7
B2,4,-Infinity,-90,-7
A2,5,-10,-90,-7
B2,4,-10,-10,-7
A3,5,-11,-10,-7
B2,4,-10,-10,-7
A4,5,-Infinity,-10,-7
A2,5,-4,-10,-7
A4,5,-4,-10,-7
B2,4,-4,-10,-7
B4,4,-4,-90,-7
B3,4,-Infinity,-90,-7
A2,5,-2,-90,-7
B3,4,-2,-90,-7
B4,4,-4,-90,-7
B5,4,Infinity,-90,-7
B2,4,-Infinity,-90,-7
A2,5,-Infinity,-90,-7
A2,5,-10,-90,-7
A2,5,-10,-10,-7
A3,5,-8,-10,-7
A2,5,-8,-8,-7
A4,5,-6,-8,-7
A2,5,-6,-8,-7
B2,4,-6,-90,-7
B5,4,-6,-90,-7
B3,4,-Infinity,-90,-7
A2,5,-4,-90,-7
B3,4,-4,-90,-7
B5,4,-6,-90,-7
B4,4,-Infinity,-90,-7
A2,5,-1,-90,-7
B4,4,-1,-90,-7
B5,4,-6,-90,-7
B5,4,Infinity,-90,-7
B2,4,-Infinity,-90,-7
A2,5,-Infinity,-90,-7
A2,5,-11,-90,-7
A2,5,-11,-11,-7
A3,5,-9,-11,-7
A2,5,-9,-9,-7
A4,5,-7,-9,-7
A2,5,-7,-9,-7
B2,4,-7,-90,-7
B5,4,-7,-90,-7
B3,4,-Infinity,-90,-7
A2,5,-5,-90,-7
B3,4,-5,-90,-7
B5,4,-7,-90,-7
B4,4,-Infinity,-90,-7
A2,5,-87,-90,-7
B4,4,-87,-87,-7
A3,5,-88,-87,-7
B4,4,-87,-87,-7
A4,5,-86,-87,-7
B4,4,-86,-86,-7
B5,4,-86,-90,-86
B5,4,-86,-90,-86
B4,4,-86,-90,-86
B4,4,-86,-90,-86
B5,4,-Infinity,-90,-86
A2,5,-84,-90,-86
B5,4,-84,-90,-86
B4,4,-86,-90,-86
A3,3,-86,-90,-86
B5,4,-Infinity,-90,-86
A2,5,4,-90,-86
B5,4,4,-90,-86
A3,3,-86,-90,-86
B5,2,-86,-86,-7
A4,3,Infinity,-86,-7
B2,4,-Infinity,-86,-7
A2,5,-9,-86,-7
B2,4,-9,-9,-7
A3,5,-4,-9,-7
B2,4,-4,-9,-7
A4,3,-4,-86,-7
B3,4,-Infinity,-86,-7
A2,5,-3,-86,-7
B3,4,-3,-86,-7
A4,3,-4,-86,-7
B4,4,-Infinity,-86,-7
A2,5,-1,-86,-7
B4,4,-1,-86,-7
A4,3,-4,-86,-7
B5,4,-Infinity,-86,-7
A2,5,-Infinity,-86,-7
A2,5,-Infinity,-86,-7
A3,5,8,-86,-7
A2,5,8,-86,-7
A2,5,8,-86,-7
B5,4,8,-86,-7
A4,3,-4,-86,-7
B5,2,-7,-86,-7
B5,2,-7,-Infinity,-7
A2,1,-7,-Infinity,-7
root,0,-7,-7,Infinity
A3,1,Infinity,-7,Infinity
B2,2,Infinity,-7,Infinity
B2,2,-Infinity,-7,Infinity
A2,3,Infinity,-7,Infinity
B2,4,-Infinity,-7,Infinity
A2,5,-1,-7,Infinity
B2,4,-1,-1,Infinity
A3,5,-Infinity,-1,Infinity
A2,5,2,-1,Infinity
A3,5,2,2,Infinity
A3,5,-Infinity,2,Infinity
A2,5,51,2,Infinity
A3,5,51,51,Infinity
A4,5,6,51,Infinity
A3,5,51,51,Infinity
A5,5,12,51,Infinity
A3,5,51,51,Infinity
A3,5,51,51,Infinity
A4,5,5,51,Infinity
A3,5,51,51,Infinity
A5,5,11,51,Infinity
A3,5,51,51,Infinity
B2,4,51,51,Infinity
A4,5,2,51,Infinity
B2,4,51,51,Infinity
A5,5,8,51,Infinity
B2,4,51,51,Infinity
A2,3,51,-7,51
B3,4,-Infinity,-7,51
A2,5,7,-7,51
B3,4,7,7,51
A3,5,-3,7,51
B3,4,7,7,51
A4,5,-2,7,51
B3,4,7,7,51
A5,5,4,7,51
B3,4,7,7,51
A2,3,7,-7,7
B4,4,-Infinity,-7,7
A2,5,-3,-7,7
B4,4,-3,-3,7
A3,5,-1,-3,7
B4,4,-1,-1,7
A4,5,0,-1,7
B4,4,0,0,7
A5,5,6,0,7
B4,4,6,6,7
A2,3,6,-7,6
B5,4,-Infinity,-7,6
A2,5,-7,-7,6
B5,4,-7,-7,6
A3,5,-6,-7,6
B5,4,-6,-6,6
A4,5,-5,-6,6
B5,4,-5,-5,6
A5,5,2,-5,6
B5,4,2,2,6
A2,3,2,-7,2
B2,2,2,2,Infinity
A3,3,Infinity,2,Infinity
B2,4,-Infinity,2,Infinity
A2,5,1,2,Infinity
B2,4,1,2,Infinity
A3,5,-4,2,Infinity
B2,4,1,2,Infinity
A4,5,-1,2,Infinity
B2,4,1,2,Infinity
A5,5,-Infinity,2,Infinity
A2,5,12,2,Infinity
A5,5,12,12,Infinity
A3,5,-Infinity,12,Infinity
A2,5,14,12,Infinity
A3,5,14,14,Infinity
A3,5,8,14,Infinity
A3,5,14,14,Infinity
A4,5,-Infinity,14,Infinity
A2,5,20,14,Infinity
A4,5,20,20,Infinity
A3,5,14,20,Infinity
A4,5,20,20,Infinity
A4,5,14,20,Infinity
A4,5,20,20,Infinity
A5,5,15,20,Infinity
A4,5,20,20,Infinity
A3,5,20,20,Infinity
A5,5,9,20,Infinity
A3,5,20,20,Infinity
A5,5,20,20,Infinity
A4,5,10,20,Infinity
A5,5,20,20,Infinity
A5,5,82,20,Infinity
A5,5,82,82,Infinity
B2,4,82,82,Infinity
A3,3,82,2,82
B3,4,-Infinity,2,82
A2,5,-4,2,82
B3,4,-4,2,82
A3,5,-8,2,82
B3,4,-4,2,82
A4,5,-5,2,82
B3,4,-4,2,82
A5,5,1,2,82
B3,4,1,2,82
A3,3,2,2,82
B2,2,2,2,Infinity
A4,3,Infinity,2,Infinity
B2,4,Infinity,2,Infinity
B3,4,-Infinity,2,Infinity
A2,5,-Infinity,2,Infinity
A2,5,-2,2,Infinity
A2,5,-2,2,Infinity
A3,5,-Infinity,2,Infinity
A2,5,16,2,Infinity
A3,5,16,16,Infinity
A3,5,2,16,Infinity
A3,5,16,16,Infinity
A4,5,3,16,Infinity
A3,5,16,16,Infinity
A5,5,12,16,Infinity
A3,5,16,16,Infinity
A2,5,16,16,Infinity
A4,5,-1,16,Infinity
A2,5,16,16,Infinity
A5,5,8,16,Infinity
A2,5,16,16,Infinity
B3,4,16,16,Infinity
A3,5,-6,16,Infinity
B3,4,16,16,Infinity
A4,5,-8,16,Infinity
B3,4,16,16,Infinity
A5,5,1,16,Infinity
B3,4,16,16,Infinity
B2,4,16,2,16
B4,4,-Infinity,2,16
A2,5,-2,2,16
B4,4,-2,2,16
A3,5,-4,2,16
B4,4,-2,2,16
A4,5,-6,2,16
B4,4,-2,2,16
A5,5,3,2,16
B4,4,3,3,16
B2,4,3,2,3
B5,4,-Infinity,2,3
A2,5,-6,2,3
B5,4,-6,2,3
A3,5,-9,2,3
B5,4,-6,2,3
A4,5,-11,2,3
B5,4,-6,2,3
A5,5,-Infinity,2,3
A2,5,6,2,3
A5,5,6,2,3
B5,4,6,2,3
B2,4,3,2,3
A4,3,3,2,3
B3,4,-Infinity,2,3
A2,5,-3,2,3
B3,4,-3,2,3
A3,5,-5,2,3
B3,4,-3,2,3
A4,5,-7,2,3
B3,4,-3,2,3
A5,5,2,2,3
B3,4,2,2,3
A4,3,2,2,3
B2,2,2,2,Infinity
A5,3,Infinity,2,Infinity
B2,4,-Infinity,2,Infinity
A2,5,8,2,Infinity
B2,4,8,8,Infinity
A3,5,5,8,Infinity
B2,4,8,8,Infinity
A4,5,6,8,Infinity
B2,4,8,8,Infinity
A5,5,3,8,Infinity
B2,4,8,8,Infinity
A5,3,8,2,8
B3,4,Infinity,2,8
B2,4,-Infinity,2,8
A2,5,1,2,8
B2,4,1,2,8
A3,5,-1,2,8
B2,4,1,2,8
A4,5,0,2,8
B2,4,1,2,8
A5,5,-3,2,8
B2,4,1,2,8
B3,4,2,2,8
A5,3,2,2,8
B2,2,2,2,Infinity
B2,2,2,-7,2
B3,2,-Infinity,-7,2
A2,3,Infinity,-7,2
B2,4,-Infinity,-7,2
A2,5,-5,-7,2
B2,4,-5,-5,2
A3,5,-3,-5,2
B2,4,-3,-3,2
A4,5,-2,-3,2
B2,4,-2,-2,2
A5,5,4,-2,2
B2,4,4,-2,2
A2,3,4,-7,2
B3,4,-Infinity,-7,2
A2,5,-29,-7,2
B3,4,-29,-7,2
A4,5,-26,-7,2
B3,4,-26,-7,2
A5,5,-20,-7,2
B3,4,-20,-7,2
A2,3,-7,-7,2
B3,2,-7,-7,2
A3,3,Infinity,-7,2
B2,4,-Infinity,-7,2
A2,5,-4,-7,2
B2,4,-4,-4,2
A3,5,-8,-4,2
B2,4,-4,-4,2
A4,5,-5,-4,2
B2,4,-4,-4,2
A5,5,1,-4,2
B2,4,1,1,2
A3,3,1,-7,1
B3,4,-Infinity,-7,1
A2,5,-3,-7,1
B3,4,-3,-3,1
A3,5,-7,-3,1
B3,4,-3,-3,1
A4,5,-4,-3,1
B3,4,-3,-3,1
A5,5,2,-3,1
B3,4,2,-3,1
A3,3,1,-7,1
B4,4,Infinity,-7,1
B2,4,-Infinity,-7,1
A2,5,-7,-7,1
B2,4,-7,-7,1
A3,5,-12,-7,1
B2,4,-7,-7,1
A4,5,-9,-7,1
B2,4,-7,-7,1
A5,5,-3,-7,1
B2,4,-3,-3,1
B4,4,-3,-7,-3
B3,4,-Infinity,-7,-3
A2,5,-13,-7,-3
B3,4,-13,-7,-3
A4,5,-15,-7,-3
B3,4,-13,-7,-3
A5,5,-9,-7,-3
B3,4,-9,-7,-3
B4,4,-7,-7,-3
A3,3,-7,-7,1
B3,2,-7,-7,2
A4,3,-Infinity,-7,2
A2,3,Infinity,-7,2
B2,4,Infinity,-7,2
B2,4,-Infinity,-7,2
A2,5,-2,-7,2
B2,4,-2,-2,2
A3,5,1,-2,2
B2,4,1,1,2
A4,5,-2,1,2
B2,4,1,1,2
A5,5,8,1,2
B2,4,8,1,2
B2,4,8,-7,2
B3,4,-Infinity,-7,2
A2,5,-4,-7,2
B3,4,-4,-4,2
A3,5,-1,-4,2
B3,4,-1,-1,2
A4,5,-Infinity,-1,2
A2,5,-Infinity,-1,2
A2,5,-Infinity,-1,2
A3,5,4,-1,2
A2,5,4,-1,2
A2,5,4,-1,2
A4,5,4,-1,2
B3,4,4,-1,2
B2,4,4,-7,2
B4,4,Infinity,-7,2
B2,4,-Infinity,-7,2
A2,5,-7,-7,2
B2,4,-7,-7,2
A3,5,-5,-7,2
B2,4,-5,-5,2
A4,5,-7,-5,2
B2,4,-5,-5,2
A5,5,2,-5,2
B2,4,2,-5,2
B4,4,2,-7,2
B3,4,-Infinity,-7,2
A2,5,-8,-7,2
B3,4,-8,-7,2
A3,5,-6,-7,2
B3,4,-6,-6,2
A4,5,-8,-6,2
B3,4,-6,-6,2
A5,5,1,-6,2
B3,4,1,1,2
B4,4,1,-7,1
B4,4,-Infinity,-7,1
A2,5,-7,-7,1
B4,4,-7,-7,1
A3,5,-5,-7,1
B4,4,-5,-5,1
A4,5,-7,-5,1
B4,4,-5,-5,1
A5,5,2,-5,1
B4,4,2,-5,1
B4,4,1,-7,1
B5,4,-Infinity,-7,1
A2,5,-14,-7,1
B5,4,-14,-7,1
A3,5,-12,-7,1
B5,4,-12,-7,1
A4,5,-14,-7,1
B5,4,-12,-7,1
A5,5,-5,-7,1
B5,4,-5,-5,1
B4,4,-5,-7,-5
B2,4,-5,-7,-5
B5,4,-Infinity,-7,-5
A2,5,-10,-7,-5
B5,4,-10,-7,-5
A3,5,-Infinity,-7,-5
A2,5,-4,-7,-5
A3,5,-4,-7,-5
B5,4,-4,-7,-5
B2,4,-5,-7,-5
A2,3,-5,-7,-5
B3,4,Infinity,-7,-5
B2,4,-Infinity,-7,-5
A2,5,-4,-7,-5
B2,4,-4,-7,-5
B3,4,-4,-7,-5
B3,4,-Infinity,-7,-5
A2,5,-1,-7,-5
B3,4,-1,-7,-5
B3,4,-4,-7,-5
B4,4,-Infinity,-7,-5
A2,5,-Infinity,-7,-5
A2,5,-Infinity,-7,-5
A3,5,1,-7,-5
A2,5,1,-7,-5
A2,5,1,-7,-5
B4,4,1,-7,-5
B3,4,-4,-7,-5
B5,4,-Infinity,-7,-5
A2,5,-9,-7,-5
B5,4,-9,-7,-5
A3,5,-7,-7,-5
B5,4,-7,-7,-5
A4,5,-9,-7,-5
B5,4,-7,-7,-5
A5,5,1,-7,-5
B5,4,1,-7,-5
B3,4,-4,-7,-5
A2,3,-5,-7,-5
B4,4,-Infinity,-7,-5
A2,5,25,-7,-5
B4,4,25,-7,-5
A2,3,-5,-7,-5
B5,4,-Infinity,-7,-5
A2,5,-6,-7,-5
B5,4,-6,-6,-5
A3,5,-4,-6,-5
B5,4,-4,-6,-5
A2,3,-5,-7,-5
A4,3,-5,-5,2
A3,3,Infinity,-5,2
B2,4,-Infinity,-5,2
A2,5,2,-5,2
B2,4,2,-5,2
A3,3,2,-5,2
B3,4,-Infinity,-5,2
A2,5,3,-5,2
B3,4,3,-5,2
A3,3,2,-5,2
B4,4,-Infinity,-5,2
A2,5,0,-5,2
B4,4,0,0,2
A3,5,-5,0,2
B4,4,0,0,2
A4,5,0,0,2
B4,4,0,0,2
A5,5,5,0,2
B4,4,5,0,2
A3,3,2,-5,2
B5,4,-Infinity,-5,2
A2,5,-3,-5,2
B5,4,-3,-3,2
A3,5,-9,-3,2
B5,4,-3,-3,2
A4,5,-8,-3,2
B5,4,-3,-3,2
A5,5,1,-3,2
B5,4,1,1,2
A3,3,1,-5,1
A4,3,1,1,2
A4,3,-Infinity,1,2
A2,3,-Infinity,1,2
A2,3,Infinity,1,2
B2,4,-Infinity,1,2
A2,5,1,1,2
B2,4,1,1,2
A3,5,4,1,2
B2,4,4,1,2
A2,3,4,1,2
B3,4,-Infinity,1,2
A2,5,-Infinity,1,2
A3,5,6,1,2
A2,5,6,1,2
B3,4,6,1,2
A2,3,4,1,2
B4,4,-Infinity,1,2
A2,5,0,1,2
B4,4,0,1,2
A3,5,3,1,2
B4,4,3,1,2
A2,3,3,1,2
B5,4,Infinity,1,2
B2,4,Infinity,1,2
B2,4,-Infinity,1,2
A2,5,-8,1,2
B2,4,-8,1,2
A3,5,-5,1,2
B2,4,-5,1,2
A4,5,-8,1,2
B2,4,-5,1,2
A5,5,2,1,2
B2,4,2,1,2
B2,4,2,1,2
B3,4,-Infinity,1,2
A2,5,-11,1,2
B3,4,-11,1,2
A3,5,-8,1,2
B3,4,-8,1,2
A4,5,-11,1,2
B3,4,-8,1,2
A5,5,-1,1,2
B3,4,-1,1,2
B2,4,1,1,2
B5,4,1,1,2
A2,3,1,1,2
A2,3,1,1,2
A3,3,-Infinity,1,2
A2,3,Infinity,1,2
B3,4,-Infinity,1,2
A2,5,33,1,2
B3,4,33,1,2
A2,3,33,1,2
B4,4,-Infinity,1,2
A2,5,30,1,2
B4,4,30,1,2
A2,3,30,1,2
B5,4,-Infinity,1,2
A2,5,26,1,2
B5,4,26,1,2
A2,3,26,1,2
A3,3,2,1,2
A2,3,2,1,2
A4,3,2,1,2
A4,3,2,1,2
B3,2,2,-7,2
B2,2,2,-7,2
B4,2,-Infinity,-7,2
A2,3,Infinity,-7,2
B2,4,-Infinity,-7,2
A2,5,-4,-7,2
B2,4,-4,-4,2
A3,5,-2,-4,2
B2,4,-2,-2,2
A4,5,-1,-2,2
B2,4,-1,-1,2
A5,5,5,-1,2
B2,4,5,-1,2
A2,3,5,-7,2
B3,4,-Infinity,-7,2
A2,5,17,-7,2
B3,4,17,-7,2
A2,3,5,-7,2
B4,4,-Infinity,-7,2
A2,5,-3,-7,2
B4,4,-3,-3,2
A3,5,-1,-3,2
B4,4,-1,-1,2
A4,5,0,-1,2
B4,4,0,0,2
A5,5,6,0,2
B4,4,6,0,2
A2,3,5,-7,2
B5,4,-Infinity,-7,2
A2,5,-9,-7,2
B5,4,-9,-7,2
A3,5,-Infinity,-7,2
A2,5,-5,-7,2
A3,5,-5,-5,2
A3,5,-6,-5,2
A3,5,-5,-5,2
A4,5,-2,-5,2
A3,5,-2,-2,2
A5,5,4,-2,2
A3,5,4,-2,2
B5,4,4,-7,2
A2,3,4,-7,2
B4,2,2,-7,2
B2,2,2,-7,2
B5,2,-Infinity,-7,2
A2,3,Infinity,-7,2
B2,4,Infinity,-7,2
B2,4,-Infinity,-7,2
A2,5,-9,-7,2
B2,4,-9,-7,2
A3,5,-Infinity,-7,2
A2,5,-Infinity,-7,2
A2,5,-Infinity,-7,2
A3,5,-2,-7,2
A2,5,-2,-2,2
A4,5,2,-2,2
A2,5,2,-2,2
A2,5,2,-7,2
A3,5,2,-7,2
B2,4,2,-7,2
B2,4,2,-7,2
B3,4,-Infinity,-7,2
A2,5,-14,-7,2
B3,4,-14,-7,2
A3,5,-12,-7,2
B3,4,-12,-7,2
A4,5,-11,-7,2
B3,4,-11,-7,2
A5,5,-5,-7,2
B3,4,-5,-5,2
B2,4,-5,-7,-5
B4,4,-Infinity,-7,-5
A2,5,-Infinity,-7,-5
A2,5,-Infinity,-7,-5
A3,5,-7,-7,-5
A2,5,-7,-7,-5
A4,5,-6,-7,-5
A2,5,-6,-6,-5
A5,5,0,-6,-5
A2,5,0,-6,-5
A2,5,0,-7,-5
B4,4,0,-7,-5
B2,4,-5,-7,-5
B5,4,-Infinity,-7,-5
A2,5,-11,-7,-5
B5,4,-11,-7,-5
A3,5,-8,-7,-5
B5,4,-8,-7,-5
A4,5,-7,-7,-5
B5,4,-7,-7,-5
A5,5,-1,-7,-5
B5,4,-1,-7,-5
B2,4,-5,-7,-5
A2,3,-5,-7,-5
B3,4,Infinity,-7,-5
B2,4,-Infinity,-7,-5
A2,5,-14,-7,-5
B2,4,-14,-7,-5
A3,5,-12,-7,-5
B2,4,-12,-7,-5
A4,5,-11,-7,-5
B2,4,-11,-7,-5
A5,5,-5,-7,-5
B2,4,-5,-7,-5
B3,4,-5,-7,-5
B3,4,-Infinity,-7,-5
A2,5,16,-7,-5
B3,4,16,-7,-5
B3,4,-5,-7,-5
B4,4,-Infinity,-7,-5
A2,5,-16,-7,-5
B4,4,-16,-7,-5
A3,5,-14,-7,-5
B4,4,-14,-7,-5
A4,5,-13,-7,-5
B4,4,-13,-7,-5
A5,5,-6,-7,-5
B4,4,-6,-6,-5
B3,4,-6,-7,-6
B5,4,-Infinity,-7,-6
A2,5,-13,-7,-6
B5,4,-13,-7,-6
A3,5,-11,-7,-6
B5,4,-11,-7,-6
A4,5,-10,-7,-6
B5,4,-10,-7,-6
A5,5,-4,-7,-6
B5,4,-4,-7,-6
B3,4,-6,-7,-6
A2,3,-6,-7,-6
B4,4,-Infinity,-7,-6
A2,5,-10,-7,-6
B4,4,-10,-7,-6
A3,5,-7,-7,-6
B4,4,-7,-7,-6
A4,5,-6,-7,-6
B4,4,-6,-7,-6
A2,3,-6,-7,-6
B5,4,-Infinity,-7,-6
A2,5,-8,-7,-6
B5,4,-8,-7,-6
A3,5,-6,-7,-6
B5,4,-6,-7,-6
A2,3,-6,-7,-6
B5,2,-6,-6,2
A3,3,Infinity,-6,2
B2,4,-Infinity,-6,2
A2,5,-5,-6,2
B2,4,-5,-5,2
A3,5,-10,-5,2
B2,4,-5,-5,2
A4,5,-7,-5,2
B2,4,-5,-5,2
A5,5,-1,-5,2
B2,4,-1,-1,2
A3,3,-1,-6,-1
B3,4,-Infinity,-6,-1
A2,5,-8,-6,-1
B3,4,-8,-6,-1
A3,5,-13,-6,-1
B3,4,-8,-6,-1
A4,5,-9,-6,-1
B3,4,-8,-6,-1
A5,5,-3,-6,-1
B3,4,-3,-3,-1
A3,3,-3,-6,-3
B4,4,-Infinity,-6,-3
A2,5,-7,-6,-3
B4,4,-7,-6,-3
A3,5,-12,-6,-3
B4,4,-7,-6,-3
A4,5,-9,-6,-3
B4,4,-7,-6,-3
A5,5,-2,-6,-3
B4,4,-2,-6,-3
A3,3,-3,-6,-3
B5,4,-Infinity,-6,-3
A2,5,-4,-6,-3
B5,4,-4,-4,-3
A3,5,-9,-4,-3
B5,4,-4,-4,-3
A4,5,-6,-4,-3
B5,4,-4,-4,-3
A5,5,0,-4,-3
B5,4,0,-4,-3
A3,3,-3,-6,-3
B5,2,-3,-3,2
A4,3,Infinity,-3,2
B2,4,-Infinity,-3,2
A2,5,-4,-3,2
B2,4,-4,-3,2
A3,5,-7,-3,2
B2,4,-4,-3,2
A4,5,-9,-3,2
B2,4,-4,-3,2
A5,5,-Infinity,-3,2
A2,5,8,-3,2
A5,5,8,-3,2
B2,4,8,-3,2
A4,3,8,-3,2
B3,4,-Infinity,-3,2
A2,5,-7,-3,2
B3,4,-7,-3,2
A3,5,-9,-3,2
B3,4,-7,-3,2
A4,5,-12,-3,2
B3,4,-7,-3,2
A5,5,-2,-3,2
B3,4,-2,-2,2
A4,3,-2,-3,-2
B4,4,-Infinity,-3,-2
A2,5,-6,-3,-2
B4,4,-6,-3,-2
A3,5,-8,-3,-2
B4,4,-6,-3,-2
A4,5,-11,-3,-2
B4,4,-6,-3,-2
A5,5,-1,-3,-2
B4,4,-1,-3,-2
A4,3,-2,-3,-2
B5,4,-Infinity,-3,-2
