Node,Depth,Value,Alpha,Beta
A2,5,-97,-3,-2
B5,4,-97,-3,-2
A3,5,-100,-3,-2
B5,4,-97,-3,-2
A4,5,-102,-3,-2
B5,4,-97,-3,-2
A4,3,-3,-3,-2
B5,2,-3,-3,2
A5,3,Infinity,-3,2
B2,4,-Infinity,-3,2
A2,5,2,-3,2
B2,4,2,-3,2
A5,3,2,-3,2
B3,4,-Infinity,-3,2
A2,5,-1,-3,2
B3,4,-1,-1,2
A3,5,-Infinity,-1,2
A2,5,5,-1,2
A3,5,5,-1,2
B3,4,5,-1,2
A5,3,2,-3,2
B4,4,Infinity,-3,2
B2,4,Infinity,-3,2
B2,4,-Infinity,-3,2
A2,5,-4,-3,2
B2,4,-4,-3,2
A3,5,-6,-3,2
B2,4,-4,-3,2
A4,5,-5,-3,2
B2,4,-4,-3,2
A5,5,-9,-3,2
B2,4,-4,-3,2
B2,4,-3,-3,2
B4,4,-3,-3,2
A5,3,-3,-3,2
B5,2,-3,-3,2
B2,2,-3,-7,-3
A3,1,-3,-7,-3
B3,2,-Infinity,-7,-3
A2,3,Infinity,-7,-3
B2,4,-Infinity,-7,-3
A2,5,-2,-7,-3
B2,4,-2,-7,-3
A2,3,-2,-7,-3
B3,4,-Infinity,-7,-3
A2,5,7,-7,-3
B3,4,7,-7,-3
A2,3,-2,-7,-3
B4,4,-Infinity,-7,-3
A2,5,6,-7,-3
B4,4,6,-7,-3
A2,3,-2,-7,-3
B5,4,Infinity,-7,-3
B2,4,-Infinity,-7,-3
A2,5,-9,-7,-3
B2,4,-9,-7,-3
A3,5,-Infinity,-7,-3
A2,5,-5,-7,-3
A3,5,-5,-5,-3
A3,5,-7,-5,-3
A3,5,-5,-5,-3
A4,5,-3,-5,-3
A3,5,-3,-5,-3
B2,4,-3,-7,-3
B5,4,-3,-7,-3
B3,4,Infinity,-7,-3
B2,4,-Infinity,-7,-3
A2,5,-11,-7,-3
B2,4,-11,-7,-3
A3,5,-10,-7,-3
B2,4,-10,-7,-3
A4,5,-9,-7,-3
B2,4,-9,-7,-3
A5,5,-3,-7,-3
B2,4,-3,-7,-3
B3,4,-3,-7,-3
B3,4,-Infinity,-7,-3
A2,5,-Infinity,-7,-3
A2,5,-Infinity,-7,-3
A3,5,3,-7,-3
A2,5,3,-7,-3
A2,5,3,-7,-3
B3,4,3,-7,-3
B3,4,-3,-7,-3
B4,4,-Infinity,-7,-3
A2,5,-3,-7,-3
B4,4,-3,-7,-3
B3,4,-3,-7,-3
B5,4,-Infinity,-7,-3
A2,5,-1,-7,-3
B5,4,-1,-7,-3
B3,4,-3,-7,-3
B5,4,-3,-7,-3
B4,4,-Infinity,-7,-3
A2,5,-1,-7,-3
B4,4,-1,-7,-3
B5,4,-3,-7,-3
B5,4,-Infinity,-7,-3
A2,5,-Infinity,-7,-3
A2,5,-Infinity,-7,-3
A3,5,4,-7,-3
A2,5,4,-7,-3
A2,5,4,-7,-3
B5,4,4,-7,-3
B5,4,-3,-7,-3
A2,3,-3,-7,-3
B3,2,-3,-7,-3
A3,1,-3,-7,-3
B4,2,Infinity,-7,-3
B2,2,-Infinity,-7,-3
A2,3,Infinity,-7,-3
B2,4,-Infinity,-7,-3
A2,5,-3,-7,-3
B2,4,-3,-7,-3
A2,3,-3,-7,-3
B3,4,-Infinity,-7,-3
A2,5,-6,-7,-3
B3,4,-6,-6,-3
A3,5,-4,-6,-3
B3,4,-4,-4,-3
A4,5,-3,-4,-3
B3,4,-3,-4,-3
A2,3,-3,-7,-3
B4,4,-Infinity,-7,-3
A2,5,-3,-7,-3
B4,4,-3,-7,-3
A2,3,-3,-7,-3
B5,4,-Infinity,-7,-3
A2,5,-8,-7,-3
B5,4,-8,-7,-3
A3,5,-7,-7,-3
B5,4,-7,-7,-3
A4,5,-Infinity,-7,-3
A2,5,-3,-7,-3
A4,5,-3,-7,-3
B5,4,-3,-7,-3
A2,3,-3,-7,-3
B2,2,-3,-7,-3
B4,2,-3,-7,-3
B3,2,-Infinity,-7,-3
A2,3,Infinity,-7,-3
B2,4,-Infinity,-7,-3
A2,5,-4,-7,-3
B2,4,-4,-4,-3
A3,5,-3,-4,-3
B2,4,-3,-4,-3
A2,3,-3,-7,-3
B3,4,-Infinity,-7,-3
A2,5,5,-7,-3
B3,4,5,-7,-3
A2,3,-3,-7,-3
B4,4,-Infinity,-7,-3
A2,5,5,-7,-3
B4,4,5,-7,-3
A2,3,-3,-7,-3
B5,4,-Infinity,-7,-3
A2,5,109,-7,-3
B5,4,109,-7,-3
A2,3,-3,-7,-3
B3,2,-3,-7,-3
B4,2,-3,-7,-3
B4,2,-Infinity,-7,-3
A2,3,-Infinity,-7,-3
A2,3,Infinity,-7,-3
B2,4,-Infinity,-7,-3
A2,5,0,-7,-3
B2,4,0,-7,-3
A2,3,0,-7,-3
B3,4,-Infinity,-7,-3
A2,5,6,-7,-3
B3,4,6,-7,-3
A2,3,0,-7,-3
B4,4,-Infinity,-7,-3
A3,5,42,-7,-3
B4,4,42,-7,-3
A2,3,0,-7,-3
B5,4,Infinity,-7,-3
B2,4,-Infinity,-7,-3
A2,5,-8,-7,-3
B2,4,-8,-7,-3
A3,5,-7,-7,-3
B2,4,-7,-7,-3
A4,5,-6,-7,-3
B2,4,-6,-6,-3
A5,5,-Infinity,-6,-3
A2,5,-Infinity,-6,-3
A2,5,6,-6,-3
A2,5,6,-6,-3
A5,5,6,-6,-3
B2,4,6,-6,-3
B5,4,6,-7,-3
B3,4,-Infinity,-7,-3
A2,5,-Infinity,-7,-3
A2,5,-Infinity,-7,-3
A3,5,-Infinity,-7,-3
A2,5,5,-7,-3
A3,5,5,-7,-3
A2,5,5,-7,-3
A2,5,5,-7,-3
B3,4,5,-7,-3
B5,4,5,-7,-3
B4,4,-Infinity,-7,-3
A2,5,-24,-7,-3
B4,4,-24,-7,-3
A3,5,-25,-7,-3
B4,4,-24,-7,-3
A5,5,-18,-7,-3
B4,4,-18,-7,-3
B5,4,-7,-7,-3
A2,3,-7,-7,-3
A2,3,-7,-7,-3
A3,3,Infinity,-7,-3
B2,4,-Infinity,-7,-3
A2,5,32,-7,-3
B2,4,32,-7,-3
A3,3,32,-7,-3
B4,4,-Infinity,-7,-3
A2,5,41,-7,-3
B4,4,41,-7,-3
A3,3,32,-7,-3
B5,4,-Infinity,-7,-3
A2,5,-Infinity,-7,-3
A2,5,-Infinity,-7,-3
A3,5,38,-7,-3
A2,5,38,-7,-3
A2,5,38,-7,-3
B5,4,38,-7,-3
A3,3,32,-7,-3
A2,3,-3,-7,-3
B4,2,-3,-7,-3
B4,2,-3,-7,-3
B5,2,-Infinity,-7,-3
A2,3,Infinity,-7,-3
B2,4,-Infinity,-7,-3
A2,5,-8,-7,-3
B2,4,-8,-7,-3
A3,5,-7,-7,-3
B2,4,-7,-7,-3
A4,5,-Infinity,-7,-3
A2,5,-Infinity,-7,-3
A2,5,-1,-7,-3
A2,5,-1,-7,-3
A4,5,-1,-7,-3
B2,4,-1,-7,-3
A2,3,-1,-7,-3
B3,4,-Infinity,-7,-3
A2,5,-1,-7,-3
B3,4,-1,-7,-3
A2,3,-1,-7,-3
B4,4,-Infinity,-7,-3
A2,5,2,-7,-3
B4,4,2,-7,-3
A2,3,-1,-7,-3
B5,4,-Infinity,-7,-3
A2,5,-83,-7,-3
B5,4,-83,-7,-3
A3,5,-82,-7,-3
B5,4,-82,-7,-3
A4,5,-81,-7,-3
B5,4,-81,-7,-3
A2,3,-7,-7,-3
B5,2,-7,-7,-3
A3,3,Infinity,-7,-3
B2,4,Infinity,-7,-3
B2,4,-Infinity,-7,-3
A2,5,-7,-7,-3
B2,4,-7,-7,-3
A3,5,-11,-7,-3
B2,4,-7,-7,-3
A4,5,-9,-7,-3
B2,4,-7,-7,-3
A5,5,-3,-7,-3
B2,4,-3,-7,-3
B2,4,-3,-7,-3
B3,4,-Infinity,-7,-3
A2,5,-11,-7,-3
B3,4,-11,-7,-3
A3,5,-15,-7,-3
B3,4,-11,-7,-3
A4,5,-12,-7,-3
B3,4,-11,-7,-3
A5,5,-6,-7,-3
B3,4,-6,-6,-3
B2,4,-6,-7,-6
B4,4,-Infinity,-7,-6
A2,5,-8,-7,-6
B4,4,-8,-7,-6
A3,5,-12,-7,-6
B4,4,-8,-7,-6
A4,5,-10,-7,-6
B4,4,-8,-7,-6
A5,5,-4,-7,-6
B4,4,-4,-7,-6
B2,4,-6,-7,-6
B5,4,-Infinity,-7,-6
A2,5,-8,-7,-6
B5,4,-8,-7,-6
A3,5,-12,-7,-6
B5,4,-8,-7,-6
A4,5,-10,-7,-6
B5,4,-8,-7,-6
A5,5,-4,-7,-6
B5,4,-4,-7,-6
B2,4,-6,-7,-6
A3,3,-6,-7,-6
B3,4,-Infinity,-7,-6
A2,5,1,-7,-6
B3,4,1,-7,-6
A3,3,-6,-7,-6
B4,4,-Infinity,-7,-6
A2,5,-Infinity,-7,-6
A2,5,5,-7,-6
A2,5,5,-7,-6
B4,4,5,-7,-6
A3,3,-6,-7,-6
B5,4,-Infinity,-7,-6
A2,5,-Infinity,-7,-6
A2,5,5,-7,-6
A2,5,5,-7,-6
B5,4,5,-7,-6
A3,3,-6,-7,-6
B5,2,-6,-6,-3
A4,3,Infinity,-6,-3
B2,4,-Infinity,-6,-3
A2,5,-5,-6,-3
B2,4,-5,-5,-3
A3,5,-8,-5,-3
B2,4,-5,-5,-3
A4,5,-9,-5,-3
B2,4,-5,-5,-3
A5,5,-1,-5,-3
B2,4,-1,-5,-3
A4,3,-1,-6,-3
B3,4,-Infinity,-6,-3
A2,5,2,-6,-3
B3,4,2,-6,-3
A4,3,-1,-6,-3
B4,4,-Infinity,-6,-3
A2,5,5,-6,-3
B4,4,5,-6,-3
A4,3,-1,-6,-3
B5,4,-Infinity,-6,-3
A2,5,5,-6,-3
B5,4,5,-6,-3
A4,3,-1,-6,-3
B5,2,-3,-6,-3
B4,2,-3,-7,-3
A3,1,-3,-7,-3
B5,2,-Infinity,-7,-3
A2,3,Infinity,-7,-3
B2,4,Infinity,-7,-3
B2,4,-Infinity,-7,-3
A2,5,-7,-7,-3
B2,4,-7,-7,-3
A3,5,-6,-7,-3
B2,4,-6,-6,-3
A4,5,-5,-6,-3
B2,4,-5,-5,-3
A5,5,1,-5,-3
B2,4,1,-5,-3
B2,4,1,-7,-3
B3,4,-Infinity,-7,-3
A2,5,-Infinity,-7,-3
A2,5,-9,-7,-3
A2,5,-9,-7,-3
A3,5,-6,-7,-3
A2,5,-6,-6,-3
A4,5,-5,-6,-3
A2,5,-5,-5,-3
A5,5,1,-5,-3
A2,5,1,-5,-3
B3,4,1,-7,-3
B2,4,1,-7,-3
B4,4,-Infinity,-7,-3
A2,5,-10,-7,-3
B4,4,-10,-7,-3
A3,5,-Infinity,-7,-3
A2,5,-5,-7,-3
A3,5,-5,-5,-3
A3,5,-7,-5,-3
A3,5,-5,-5,-3
A4,5,-3,-5,-3
A3,5,-3,-5,-3
B4,4,-3,-7,-3
B2,4,-3,-7,-3
B5,4,-Infinity,-7,-3
A2,5,-9,-7,-3
B5,4,-9,-7,-3
A3,5,-8,-7,-3
B5,4,-8,-7,-3
A4,5,-Infinity,-7,-3
A2,5,-3,-7,-3
A4,5,-3,-7,-3
B5,4,-3,-7,-3
B2,4,-3,-7,-3
A2,3,-3,-7,-3
B3,4,-Infinity,-7,-3
A2,5,1,-7,-3
B3,4,1,-7,-3
A2,3,-3,-7,-3
B4,4,Infinity,-7,-3
B2,4,-Infinity,-7,-3
A2,5,-9,-7,-3
B2,4,-9,-7,-3
A3,5,-8,-7,-3
B2,4,-8,-7,-3
A4,5,-Infinity,-7,-3
A2,5,-3,-7,-3
A4,5,-3,-7,-3
B2,4,-3,-7,-3
B4,4,-3,-7,-3
B3,4,-Infinity,-7,-3
A2,5,109,-7,-3
B3,4,109,-7,-3
B4,4,-3,-7,-3
B4,4,Infinity,-7,-3
B2,4,-Infinity,-7,-3
A2,5,-10,-7,-3
B2,4,-10,-7,-3
A3,5,-9,-7,-3
B2,4,-9,-7,-3
A4,5,-Infinity,-7,-3
A2,5,-4,-7,-3
A4,5,-4,-4,-3
A3,5,-3,-4,-3
A4,5,-3,-4,-3
B2,4,-3,-7,-3
B4,4,-3,-7,-3
B3,4,-Infinity,-7,-3
A2,5,108,-7,-3
B3,4,108,-7,-3
B4,4,-3,-7,-3
B5,4,-Infinity,-7,-3
A2,5,-1,-7,-3
B5,4,-1,-7,-3
B4,4,-3,-7,-3
B4,4,-3,-7,-3
B5,4,-Infinity,-7,-3
A2,5,0,-7,-3
B5,4,0,-7,-3
B4,4,-3,-7,-3
A2,3,-3,-7,-3
B5,4,-Infinity,-7,-3
A2,5,-79,-7,-3
B5,4,-79,-7,-3
A3,5,-78,-7,-3
B5,4,-78,-7,-3
A4,5,-77,-7,-3
B5,4,-77,-7,-3
A2,3,-7,-7,-3
B5,2,-7,-7,-3
A3,3,-Infinity,-7,-3
A2,3,Infinity,-7,-3
B2,4,-Infinity,-7,-3
A2,5,-4,-7,-3
B2,4,-4,-4,-3
A3,5,-4,-4,-3
B2,4,-4,-4,-3
A4,5,-2,-4,-3
B2,4,-2,-4,-3
A2,3,-2,-7,-3
B3,4,-Infinity,-7,-3
A2,5,3,-7,-3
B3,4,3,-7,-3
A2,3,-2,-7,-3
B4,4,-Infinity,-7,-3
A2,5,4,-7,-3
B4,4,4,-7,-3
A2,3,-2,-7,-3
B5,4,Infinity,-7,-3
B2,4,-Infinity,-7,-3
A2,5,-6,-7,-3
B2,4,-6,-6,-3
A3,5,-6,-6,-3
B2,4,-6,-6,-3
A4,5,-3,-6,-3
B2,4,-3,-6,-3
B5,4,-3,-7,-3
B3,4,-Infinity,-7,-3
A2,5,1,-7,-3
B3,4,1,-7,-3
B5,4,-3,-7,-3
B4,4,-Infinity,-7,-3
A2,5,2,-7,-3
B4,4,2,-7,-3
B5,4,-3,-7,-3
B5,4,Infinity,-7,-3
B2,4,-Infinity,-7,-3
A2,5,-7,-7,-3
B2,4,-7,-7,-3
A3,5,-7,-7,-3
B2,4,-7,-7,-3
A4,5,-4,-7,-3
B2,4,-4,-4,-3
A5,5,2,-4,-3
B2,4,2,-4,-3
B5,4,2,-7,-3
B3,4,-Infinity,-7,-3
A2,5,0,-7,-3
B3,4,0,-7,-3
B5,4,0,-7,-3
B4,4,-Infinity,-7,-3
A2,5,1,-7,-3
B4,4,1,-7,-3
B5,4,0,-7,-3
B5,4,-3,-7,-3
A2,3,-3,-7,-3
A3,3,-3,-7,-3
B5,2,-3,-7,-3
A3,1,-3,-7,-3
root,0,-3,-3,Infinity
A4,1,Infinity,-3,Infinity
B2,2,-Infinity,-3,Infinity
A2,3,Infinity,-3,Infinity
B2,4,-Infinity,-3,Infinity
A2,5,-5,-3,Infinity
B2,4,-5,-3,Infinity
A3,5,1,-3,Infinity
B2,4,1,1,Infinity
A4,5,-4,1,Infinity
B2,4,1,1,Infinity
A5,5,3,1,Infinity
B2,4,3,3,Infinity
A2,3,3,-3,3
B3,4,-Infinity,-3,3
A2,5,-7,-3,3
B3,4,-7,-3,3
A3,5,-1,-3,3
B3,4,-1,-1,3
A4,5,-6,-1,3
B3,4,-1,-1,3
A5,5,2,-1,3
B3,4,2,2,3
A2,3,2,-3,2
B4,4,-Infinity,-3,2
A2,5,-6,-3,2
B4,4,-6,-3,2
A3,5,0,-3,2
B4,4,0,0,2
A4,5,-5,0,2
B4,4,0,0,2
A5,5,-Infinity,0,2
A2,5,5,0,2
A5,5,5,0,2
B4,4,5,0,2
A2,3,2,-3,2
B5,4,-Infinity,-3,2
A2,5,-Infinity,-3,2
A2,5,-Infinity,-3,2
A3,5,0,-3,2
A2,5,0,0,2
A4,5,-5,0,2
A2,5,0,0,2
A5,5,2,0,2
A2,5,2,0,2
A2,5,2,-3,2
B5,4,2,-3,2
A2,3,2,-3,2
B2,2,2,2,Infinity
A3,3,Infinity,2,Infinity
B2,4,-Infinity,2,Infinity
A2,5,2,2,Infinity
B2,4,2,2,Infinity
A3,5,-2,2,Infinity
B2,4,2,2,Infinity
A4,5,-1,2,Infinity
B2,4,2,2,Infinity
A5,5,7,2,Infinity
B2,4,7,7,Infinity
A3,3,7,2,7
B3,4,-Infinity,2,7
A2,5,0,2,7
B3,4,0,2,7
A3,5,-4,2,7
B3,4,0,2,7
A4,5,-Infinity,2,7
A2,5,4,2,7
A4,5,4,4,7
A3,5,0,4,7
A4,5,4,4,7
A4,5,-2,4,7
A4,5,4,4,7
A5,5,8,4,7
A4,5,8,4,7
B3,4,8,2,7
A3,3,7,2,7
B4,4,-Infinity,2,7
A2,5,1,2,7
B4,4,1,2,7
A3,5,39,2,7
B4,4,39,2,7
A3,3,7,2,7
B5,4,-Infinity,2,7
A2,5,-2,2,7
B5,4,-2,2,7
A3,5,-6,2,7
B5,4,-2,2,7
A4,5,-5,2,7
B5,4,-2,2,7
A5,5,2,2,7
B5,4,2,2,7
A3,3,2,2,7
B2,2,2,2,Infinity
A4,3,Infinity,2,Infinity
B2,4,-Infinity,2,Infinity
A2,5,-Infinity,2,Infinity
A2,5,-2,2,Infinity
A2,5,-2,2,Infinity
A3,5,4,2,Infinity
A2,5,4,4,Infinity
A4,5,-2,4,Infinity
A2,5,4,4,Infinity
A5,5,6,4,Infinity
A2,5,6,6,Infinity
B2,4,6,6,Infinity
A3,5,-1,6,Infinity
B2,4,6,6,Infinity
A4,5,-8,6,Infinity
B2,4,6,6,Infinity
A5,5,1,6,Infinity
B2,4,6,6,Infinity
A4,3,6,2,6
B3,4,-Infinity,2,6
A2,5,-6,2,6
B3,4,-6,2,6
A3,5,-4,2,6
B3,4,-4,2,6
A4,5,-10,2,6
B3,4,-4,2,6
A5,5,-2,2,6
B3,4,-2,2,6
A4,3,2,2,6
B2,2,2,2,Infinity
A5,3,Infinity,2,Infinity
B2,4,-Infinity,2,Infinity
A2,5,4,2,Infinity
B2,4,4,4,Infinity
A3,5,7,4,Infinity
B2,4,7,7,Infinity
A4,5,2,7,Infinity
B2,4,7,7,Infinity
A5,5,0,7,Infinity
B2,4,7,7,Infinity
A5,3,7,2,7
B3,4,-Infinity,2,7
A2,5,2,2,7
B3,4,2,2,7
A3,5,4,2,7
B3,4,4,4,7
A4,5,-1,4,7
B3,4,4,4,7
A5,5,-Infinity,4,7
A2,5,4,4,7
A5,5,4,4,7
A3,5,6,4,7
A5,5,6,6,7
A4,5,1,6,7
A5,5,6,6,7
A5,5,-2,6,7
A5,5,6,6,7
B3,4,6,6,7
A5,3,6,2,6
B4,4,-Infinity,2,6
A2,5,-Infinity,2,6
A2,5,5,2,6
A2,5,5,5,6
A3,5,-Infinity,5,6
A2,5,15,5,6
A3,5,15,5,6
A2,5,15,5,6
B4,4,15,2,6
A5,3,6,2,6
B5,4,-Infinity,2,6
A2,5,0,2,6
B5,4,0,2,6
A3,5,2,2,6
B5,4,2,2,6
A4,5,-3,2,6
B5,4,2,2,6
A5,5,-4,2,6
B5,4,2,2,6
A5,3,2,2,6
B2,2,2,2,Infinity
A4,1,2,-3,2
B3,2,-Infinity,-3,2
A2,3,Infinity,-3,2
B2,4,-Infinity,-3,2
A2,5,-7,-3,2
B2,4,-7,-3,2
A3,5,-2,-3,2
B2,4,-2,-2,2
A4,5,-7,-2,2
B2,4,-2,-2,2
A5,5,-Infinity,-2,2
A2,5,4,-2,2
A5,5,4,-2,2
B2,4,4,-2,2
A2,3,4,-3,2
B3,4,-Infinity,-3,2
A2,5,2,-3,2
B3,4,2,-3,2
A2,3,2,-3,2
B4,4,-Infinity,-3,2
A2,5,1,-3,2
B4,4,1,1,2
A3,5,6,1,2
B4,4,6,1,2
A2,3,2,-3,2
B5,4,-Infinity,-3,2
A2,5,-3,-3,2
B5,4,-3,-3,2
A3,5,3,-3,2
B5,4,3,-3,2
A2,3,2,-3,2
B3,2,2,-3,2
A4,1,2,-3,2
B4,2,-Infinity,-3,2
A2,3,Infinity,-3,2
B2,4,Infinity,-3,2
B2,4,-Infinity,-3,2
A2,5,-6,-3,2
B2,4,-6,-3,2
A3,5,-1,-3,2
B2,4,-1,-1,2
A4,5,-6,-1,2
B2,4,-1,-1,2
A5,5,1,-1,2
B2,4,1,1,2
B2,4,1,-3,1
B3,4,-Infinity,-3,1
A2,5,-9,-3,1
B3,4,-9,-3,1
A3,5,-4,-3,1
B3,4,-4,-3,1
A4,5,-9,-3,1
B3,4,-4,-3,1
A5,5,-1,-3,1
B3,4,-1,-1,1
B2,4,-1,-3,-1
B4,4,-Infinity,-3,-1
A2,5,-7,-3,-1
B4,4,-7,-3,-1
A3,5,-2,-3,-1
B4,4,-2,-2,-1
A4,5,-7,-2,-1
B4,4,-2,-2,-1
A5,5,0,-2,-1
B4,4,0,-2,-1
B2,4,-1,-3,-1
B5,4,-Infinity,-3,-1
A2,5,-Infinity,-3,-1
A2,5,-10,-3,-1
A2,5,-10,-3,-1
A3,5,-3,-3,-1
A2,5,-3,-3,-1
A4,5,-8,-3,-1
A2,5,-3,-3,-1
A5,5,-1,-3,-1
A2,5,-1,-3,-1
B5,4,-1,-3,-1
B2,4,-1,-3,-1
A2,3,-1,-3,-1
B3,4,-Infinity,-3,-1
A2,5,2,-3,-1
B3,4,2,-3,-1
A2,3,-1,-3,-1
B4,4,-Infinity,-3,-1
A2,5,4,-3,-1
B4,4,4,-3,-1
A2,3,-1,-3,-1
B5,4,-Infinity,-3,-1
A2,5,-1,-3,-1
B5,4,-1,-3,-1
A2,3,-1,-3,-1
B4,2,-1,-1,2
A3,3,Infinity,-1,2
B2,4,-Infinity,-1,2
A2,5,1,-1,2
B2,4,1,1,2
A3,5,-2,1,2
B2,4,1,1,2
A4,5,-2,1,2
B2,4,1,1,2
A5,5,-Infinity,1,2
A2,5,12,1,2
A5,5,12,1,2
B2,4,12,1,2
A3,3,12,-1,2
B3,4,-Infinity,-1,2
A2,5,8,-1,2
B3,4,8,-1,2
A3,3,8,-1,2
B4,4,-Infinity,-1,2
A2,5,10,-1,2
B4,4,10,-1,2
A3,3,8,-1,2
B5,4,-Infinity,-1,2
A2,5,-Infinity,-1,2
A2,5,7,-1,2
A2,5,7,-1,2
B5,4,7,-1,2
A3,3,7,-1,2
B4,2,2,-1,2
A4,1,2,-3,2
B5,2,-Infinity,-3,2
A2,3,Infinity,-3,2
B2,4,-Infinity,-3,2
A2,5,-8,-3,2
B2,4,-8,-3,2
A3,5,-2,-3,2
B2,4,-2,-2,2
A4,5,-8,-2,2
B2,4,-2,-2,2
A5,5,0,-2,2
B2,4,0,0,2
A2,3,0,-3,0
B3,4,Infinity,-3,0
B2,4,-Infinity,-3,0
A2,5,-12,-3,0
B2,4,-12,-3,0
A3,5,-6,-3,0
B2,4,-6,-3,0
A4,5,-11,-3,0
B2,4,-6,-3,0
A5,5,-4,-3,0
B2,4,-4,-3,0
B3,4,-3,-3,0
A2,3,-3,-3,0
B5,2,-3,-3,2
A3,3,Infinity,-3,2
B2,4,-Infinity,-3,2
A2,5,-Infinity,-3,2
A2,5,-1,-3,2
A2,5,-1,-1,2
A3,5,1,-1,2
A2,5,1,1,2
A4,5,1,1,2
A2,5,1,1,2
A5,5,9,1,2
A2,5,9,1,2
B2,4,9,-3,2
A3,3,9,-3,2
B3,4,-Infinity,-3,2
A2,5,4,-3,2
B3,4,4,-3,2
A3,3,4,-3,2
B4,4,-Infinity,-3,2
A2,5,-Infinity,-3,2
A2,5,7,-3,2
A2,5,7,-3,2
B4,4,7,-3,2
A3,3,4,-3,2
B5,4,-Infinity,-3,2
A2,5,5,-3,2
B5,4,5,-3,2
A3,3,4,-3,2
B5,2,2,-3,2
A4,1,2,-3,2
root,0,2,2,Infinity
A5,1,-Infinity,2,Infinity
A2,1,Infinity,2,Infinity
B2,2,-Infinity,2,Infinity
A2,3,Infinity,2,Infinity
B2,4,Infinity,2,Infinity
B2,4,-Infinity,2,Infinity
A2,5,3,2,Infinity
B2,4,3,3,Infinity
A3,5,10,3,Infinity
B2,4,10,10,Infinity
A4,5,6,10,Infinity
B2,4,10,10,Infinity
A5,5,5,10,Infinity
B2,4,10,10,Infinity
B2,4,10,2,10
B3,4,Infinity,2,10
B2,4,-Infinity,2,10
A2,5,-4,2,10
B2,4,-4,2,10
A3,5,-Infinity,2,10
A2,5,6,2,10
A3,5,6,6,10
A3,5,5,6,10
A3,5,6,6,10
A4,5,10,6,10
A3,5,10,6,10
B2,4,10,2,10
B3,4,10,2,10
B3,4,-Infinity,2,10
A2,5,-4,2,10
B3,4,-4,2,10
A3,5,-Infinity,2,10
A2,5,6,2,10
A3,5,6,6,10
A3,5,5,6,10
A3,5,6,6,10
A4,5,10,6,10
A3,5,10,6,10
B3,4,10,2,10
B3,4,10,2,10
B4,4,-Infinity,2,10
A2,5,-6,2,10
B4,4,-6,2,10
A3,5,1,2,10
B4,4,1,2,10
A4,5,-3,2,10
B4,4,1,2,10
A5,5,-4,2,10
B4,4,1,2,10
B3,4,2,2,10
B2,4,2,2,10
A2,3,2,2,Infinity
B2,2,2,2,Infinity
A3,3,Infinity,2,Infinity
B2,4,-Infinity,2,Infinity
A2,5,11,2,Infinity
B2,4,11,11,Infinity
A3,5,66,11,Infinity
B2,4,66,66,Infinity
A4,5,13,66,Infinity
B2,4,66,66,Infinity
A5,5,11,66,Infinity
B2,4,66,66,Infinity
A3,3,66,2,66
B3,4,-Infinity,2,66
A2,5,-Infinity,2,66
A2,5,9,2,66
A2,5,9,9,66
A3,5,10,9,66
A2,5,10,10,66
A4,5,14,10,66
A2,5,14,14,66
A5,5,12,14,66
A2,5,14,14,66
B3,4,14,14,66
A3,5,6,14,66
B3,4,14,14,66
A4,5,9,14,66
B3,4,14,14,66
A5,5,8,14,66
B3,4,14,14,66
A3,3,14,2,14
B4,4,-Infinity,2,14
A2,5,9,2,14
B4,4,9,9,14
A3,5,-Infinity,9,14
A2,5,-Infinity,9,14
A2,5,13,9,14
A2,5,13,13,14
A3,5,13,13,14
A2,5,13,13,14
A4,5,-Infinity,13,14
A2,5,53,13,14
A4,5,53,13,14
A2,5,53,13,14
A3,5,53,9,14
B4,4,53,9,14
A3,3,14,2,14
B5,4,-Infinity,2,14
A2,5,6,2,14
B5,4,6,6,14
A3,5,4,6,14
B5,4,6,6,14
A4,5,-Infinity,6,14
A2,5,12,6,14
A4,5,12,12,14
A3,5,11,12,14
A4,5,12,12,14
A4,5,9,12,14
A4,5,12,12,14
A5,5,13,12,14
A4,5,13,13,14
B5,4,13,13,14
A5,5,6,13,14
B5,4,13,13,14
A3,3,13,2,13
B2,2,13,13,Infinity
A4,3,Infinity,13,Infinity
B2,4,-Infinity,13,Infinity
A2,5,-Infinity,13,Infinity
A2,5,8,13,Infinity
A2,5,8,13,Infinity
A3,5,-Infinity,13,Infinity
A2,5,18,13,Infinity
A3,5,18,18,Infinity
A3,5,17,18,Infinity
A3,5,18,18,Infinity
A4,5,18,18,Infinity
A3,5,18,18,Infinity
A5,5,20,18,Infinity
A3,5,20,20,Infinity
A2,5,20,20,Infinity
A4,5,8,20,Infinity
A2,5,20,20,Infinity
A5,5,10,20,Infinity
A2,5,20,20,Infinity
B2,4,20,20,Infinity
A3,5,12,20,Infinity
B2,4,20,20,Infinity
A4,5,5,20,Infinity
B2,4,20,20,Infinity
A5,5,7,20,Infinity
B2,4,20,20,Infinity
A4,3,20,13,20
B3,4,Infinity,13,20
B2,4,-Infinity,13,20
A2,5,1,13,20
B2,4,1,13,20
A3,5,7,13,20
B2,4,7,13,20
A4,5,-1,13,20
B2,4,7,13,20
A5,5,-Infinity,13,20
A2,5,6,13,20
A5,5,6,13,20
A3,5,11,13,20
A5,5,11,13,20
A4,5,4,13,20
A5,5,11,13,20
A5,5,2,13,20
A5,5,11,13,20
